 ,Label,Area,Mean,Min,Max,X,Y,Ch,Frame
62,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,60.639,47.537,0,125,590.304,179.085,1,1
63,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,68.253,44.703,0,119,50.168,177.083,1,1
64,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,55.134,39.095,0,101,483.968,213.282,1,1
65,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,34.677,6.630,0,35,288.822,395.136,1,1
66,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,96.875,121.290,17,251,104.994,264.554,1,1
67,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,82.564,27.302,0,65,319.483,603.479,1,1
68,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,51.648,18.648,0,59,301.141,484.135,1,1
69,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,76.784,5.337,0,29,317.189,246.908,1,1
70,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,42.842,2.914,0,23,247.114,325.857,1,1
71,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,46.878,10.648,0,47,266.923,331.515,1,1
72,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,101.921,152.562,0,255,176.721,256.486,1,1
73,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,38.255,10.470,0,41,476.867,429.465,1,1
74,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,67.702,117.415,17,227,521.155,457.167,1,1
75,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,81.004,38.926,0,119,273.354,46.605,1,1
76,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,32.659,3.154,0,17,132.715,188.119,1,1
77,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,41.282,7.198,0,35,98.563,298.668,1,1
78,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,55.410,96.172,35,191,264.673,495.746,1,1
79,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,78.069,19.133,0,65,380.886,444.865,1,1
80,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,56.419,2.896,0,23,240.293,346.187,1,1
81,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,40.456,11.912,0,41,430.309,256.249,1,1
82,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,57.428,51.716,5,119,42.278,66.257,1,1
83,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,52.199,26.954,0,83,278.770,287.515,1,1
84,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,35.594,11.155,0,47,404.544,233.520,1,1
85,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,53.850,6.896,0,35,43.244,48.965,1,1
86,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,37.246,10.522,0,41,528.953,468.325,1,1
87,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,33.668,2.804,0,17,127.818,357.128,1,1
88,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,36.787,116.771,17,215,408.369,618.338,1,1
89,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,60.914,29.866,0,77,289.296,593.996,1,1
90,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,49.447,9.518,0,41,243.183,24.650,1,1
91,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,91.738,121.894,11,255,432.569,235.250,1,1
92,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,35.044,40.733,5,119,181.463,523.319,1,1
93,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,36.695,17.808,0,53,107.663,30.266,1,1
94,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,67.244,68.427,0,215,370.770,198.392,1,1
95,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,79.445,84.358,11,179,115.166,257.074,1,1
96,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,74.766,17.962,0,59,391.726,55.530,1,1
97,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,38.530,14.386,0,47,95.213,502.135,1,1
98,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,62.382,109.529,0,221,64.328,243.127,1,1
99,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,42.383,7.974,0,35,302.943,359.199,1,1
100,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,56.052,7.980,0,41,367.187,186.685,1,1
101,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,50.089,53.275,5,113,458.557,575.794,1,1
102,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,53.850,15.596,0,53,565.990,515.725,1,1
103,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,52.382,11.427,0,53,114.063,378.079,1,1
104,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,57.795,54.849,0,125,75.593,24.183,1,1
105,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,47.520,7.838,0,41,598.600,447.391,1,1
106,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,85.867,16.679,0,71,530.111,521.422,1,1
107,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,70.730,115.457,23,255,380.776,602.358,1,1
108,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,36.970,8.836,0,47,495.038,343.160,1,1
109,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,45.135,21.750,0,83,608.240,438.165,1,1
110,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,69.629,23.646,0,71,149.311,511.215,1,1
111,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,39.631,45.963,0,95,48.693,465.163,1,1
112,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,70.730,102.852,17,197,8.969,40.129,1,1
113,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,43.025,20.126,0,77,333.944,129.917,1,1
114,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,77.977,18.861,0,59,176.247,573.609,1,1
115,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,65.226,118.274,23,239,215.592,407.754,1,1
116,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,72.381,60.499,0,131,261.111,415.410,1,1
117,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,47.979,73.283,5,137,288.508,504.936,1,1
118,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,57.336,7.430,0,35,16.721,508.836,1,1
119,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,38.622,23.634,0,89,366.038,609.469,1,1
120,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,37.888,4.569,0,23,517.960,484.527,1,1
121,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,81.371,44.247,0,137,55.632,93.985,1,1
122,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,53.116,19.801,0,83,298.448,215.196,1,1
123,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,62.840,66.054,0,155,532.591,428.032,1,1
124,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,35.136,24.410,0,71,249.619,615.048,1,1
125,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,57.428,5.652,0,35,324.857,119.127,1,1
126,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,39.814,7.793,0,35,407.017,336.416,1,1
127,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,89.719,27.900,0,77,187.147,534.714,1,1
128,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,54.951,68.005,11,155,201.122,610.166,1,1
129,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,56.510,4.461,0,35,272.267,206.855,1,1
130,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,55.685,11.048,0,35,115.304,159.545,1,1
131,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,97.242,128.053,11,255,375.132,332.578,1,1
132,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,41.832,8.224,0,35,67.893,98.196,1,1
133,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,65.226,19.765,0,53,34.223,318.312,1,1
134,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,37.888,3.569,0,29,414.291,220.150,1,1
135,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,56.694,7.998,0,71,181.179,422.716,1,1
136,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,42.750,3.794,0,23,295.246,466.129,1,1
137,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,33.576,24.656,0,65,19.106,466.318,1,1
138,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,45.685,18.127,0,53,207.824,549.335,1,1
139,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,49.722,36.559,0,95,10.316,15.065,1,1
140,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,56.327,9.350,0,35,166.398,303.961,1,1
141,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,74.124,103.146,11,191,198.757,570.600,1,1
142,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,48.988,17.346,0,71,551.811,552.373,1,1
143,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,35.044,15.314,0,59,207.533,532.921,1,1
144,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,32.659,13.834,0,41,191.058,287.868,1,1
145,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,52.933,17.936,0,65,163.111,503.558,1,1
146,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,37.154,10.889,0,47,545.568,570.297,1,1
147,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,61.097,13.962,0,47,48.760,611.083,1,1
148,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,39.722,30.328,0,71,39.574,560.125,1,1
149,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,62.473,95.399,0,221,564.331,449.714,1,1
150,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,44.768,9.572,0,41,268.956,569.375,1,1
151,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,60.272,85.201,23,167,13.848,266.792,1,1
152,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T0_FRET034,66.418,28.500,0,83,371.730,135.334,1,1
153,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,41.007,3.065,0,23,352.200,410.829,1,1
154,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,48.162,4.196,0,35,194.620,277.810,1,1
155,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,47.520,12.942,0,47,160.339,530.936,1,1
156,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T0_FRET034,37.888,5.915,0,47,261.269,135.414,1,1
157,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,67.702,110.599,11,255,134.861,520.232,1,2
158,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,72.840,83.484,17,167,143.516,138.703,1,2
159,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,37.154,29.138,0,71,196.077,552.552,1,2
160,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,39.447,12.567,0,59,545.232,436.466,1,2
161,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,49.814,18.311,0,59,487.286,392.403,1,2
162,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,37.154,11.677,0,53,244.005,395.536,1,2
163,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,47.061,13.764,0,101,274.016,476.293,1,2
164,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,64.583,36.101,0,155,603.732,420.994,1,2
165,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,88.894,166.518,0,255,283.049,169.758,1,2
166,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,39.447,10.686,0,59,212.489,243.882,1,2
167,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,82.105,14.848,0,59,194.150,508.665,1,2
168,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,58.620,45.507,5,113,471.032,42.299,1,2
169,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,46.786,19.267,0,65,599.363,232.384,1,2
170,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,34.402,15.936,0,59,204.834,137.128,1,2
171,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,55.501,6.988,0,29,353.424,330.854,1,2
172,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,44.401,14.376,0,47,399.700,525.350,1,2
173,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,55.134,25.887,0,77,187.234,610.626,1,2
174,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,69.629,181.113,47,255,229.076,529.159,1,2
175,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,85.408,31.821,0,83,136.392,12.606,1,2
176,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,51.740,38.863,0,95,173.055,506.007,1,2
177,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,52.841,167.708,59,255,536.101,482.684,1,2
178,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,68.161,77.355,5,167,54.930,269.173,1,2
179,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,38.530,17.490,0,47,601.128,403.430,1,2
180,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,59.813,51.914,5,125,505.404,232.281,1,2
181,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,87.059,151.883,17,255,271.028,397.405,1,2
182,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,66.326,120.234,5,255,371.646,283.318,1,2
183,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,38.622,15.050,0,47,178.271,482.295,1,2
184,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,41.649,18.394,0,59,20.488,597.538,1,2
185,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,55.593,12.323,0,59,389.237,332.503,1,2
186,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,43.759,23.495,0,65,179.895,270.152,1,2
187,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,78.711,17.472,0,59,358.356,130.298,1,2
188,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,35.594,22.265,0,83,333.687,229.397,1,2
189,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,57.336,5.122,0,29,134.416,212.913,1,2
190,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,41.924,18.258,0,53,197.514,533.334,1,2
191,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,73.390,70.199,0,155,332.209,433.689,1,2
192,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,52.382,50.562,11,113,72.876,4.393,1,2
193,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,59.813,22.313,0,65,473.674,280.792,1,2
194,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,43.851,22.822,0,71,557.826,545.812,1,2
195,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,82.564,37.523,0,83,147.951,530.399,1,2
196,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,42.108,21.763,0,83,401.182,385.005,1,2
197,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,72.198,45.380,0,131,445.834,393.670,1,2
198,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,33.301,19.736,0,65,214.733,273.284,1,2
199,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,86.967,13.538,0,59,159.882,259.663,1,2
200,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,99.168,80.136,17,173,120.781,16.164,1,2
201,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,105.590,130.961,0,255,311.877,261.254,1,2
202,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,34.126,8.067,0,41,272.897,149.530,1,2
203,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,64.950,53.887,0,119,296.318,113.059,1,2
204,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,68.895,39.613,0,113,610.884,407.634,1,2
205,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,60.914,11.026,0,41,87.311,298.340,1,2
206,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,83.390,16.736,0,53,40.356,16.008,1,2
207,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,53.300,75.065,0,215,369.297,145.308,1,2
208,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,52.382,20.492,0,53,255.828,424.251,1,2
209,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,84.766,150.576,17,255,58.014,477.375,1,2
210,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,69.904,71.070,0,179,581.433,326.110,1,2
211,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,84.766,114.344,17,239,286.587,325.148,1,2
212,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,61.006,35.483,0,137,576.932,270.604,1,2
213,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,63.024,17.367,0,59,113.804,409.971,1,2
214,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,43.759,11.109,0,65,105.852,426.376,1,2
215,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,78.161,124.725,17,251,443.939,575.475,1,2
216,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,77.151,179.488,35,255,615.102,418.498,1,2
217,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,60.914,16.149,0,59,222.054,267.315,1,2
218,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,60.639,63.723,0,155,590.304,179.085,1,2
219,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,68.253,46.056,11,95,50.168,177.083,1,2
220,FRET_Rec.tif:Positive:c:1/6 - Sequence 003/T2_FRET 036,55.134,45.782,11,113,483.968,213.282,1,2
221,FRET_Rec.tif:Other:c:1/6 - Sequence 003/T2_FRET 036,34.677,12.079,0,41,288.822,395.136,1,2
