 ,Label,Area,Mean,Min,Max,X,Y,Ch,Frame
529,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,41.190,7.503,0,29,131.710,181.422,1,5
530,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,51.832,7.396,0,35,132.204,65.201,1,5
531,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,51.373,2.698,0,17,129.348,246.210,1,5
532,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,82.472,5.806,0,35,317.692,409.251,1,5
533,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,76.601,14.393,0,53,41.121,263.081,1,5
534,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,58.620,5.638,0,35,407.419,175.570,1,5
535,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,79.445,22.187,0,89,145.329,589.893,1,5
536,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,62.198,2.229,0,23,95.016,356.586,1,5
537,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,74.675,5.317,0,41,171.306,254.915,1,5
538,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,60.455,3.307,0,29,362.441,481.023,1,5
539,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,50.731,3.186,0,23,36.205,51.519,1,5
540,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,56.877,1.465,0,17,564.976,473.785,1,5
541,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,62.932,3.529,0,23,369.170,245.714,1,5
542,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,46.052,1.759,0,17,407.616,420.428,1,5
543,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,51.098,7.675,0,35,520.635,584.631,1,5
544,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,77.794,2.226,0,23,381.966,267.499,1,5
545,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,50.364,3.621,0,23,24.752,54.862,1,5
546,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,81.371,1.864,0,23,180.336,290.700,1,5
547,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,63.849,1.474,0,17,606.601,381.052,1,5
548,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,42.108,2.416,0,23,3.760,115.944,1,5
549,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,81.647,13.652,0,65,455.447,161.826,1,5
550,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,54.034,7.448,0,35,464.827,22.669,1,5
551,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,36.879,2.154,0,17,128.185,344.459,1,5
552,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,59.996,1.991,0,17,516.238,232.474,1,5
553,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,77.243,15.803,0,65,431.150,527.311,1,5
554,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,41.557,5.402,0,29,73.811,51.881,1,5
555,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,39.539,2.619,0,17,280.734,313.282,1,5
556,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,63.207,2.530,0,17,537.641,181.535,1,5
557,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,84.582,14.472,0,59,69.507,449.782,1,5
558,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,83.573,16.782,0,65,376.580,441.098,1,5
559,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,73.207,2.289,0,17,449.935,391.249,1,5
560,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,67.702,68.751,0,143,91.364,89.598,1,5
561,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,91.738,4.201,0,29,318.200,558.783,1,5
562,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,63.299,2.781,0,23,561.092,37.730,1,5
563,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,71.647,14.140,0,59,276.951,204.419,1,5
564,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,83.023,8.515,0,35,525.534,202.106,1,5
565,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,88.160,42.861,0,125,155.350,267.410,1,5
566,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,68.161,47.954,0,131,475.842,522.309,1,5
567,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,60.363,2.620,0,35,379.856,461.331,1,5
568,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,62.473,7.276,0,35,24.820,493.389,1,5
569,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,94.582,5.170,0,29,586.785,211.483,1,5
570,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,65.409,7.495,0,41,424.002,544.320,1,5
571,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,65.317,1.958,0,23,443.407,194.929,1,5
572,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,43.392,2.590,0,17,151.757,388.534,1,5
573,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,64.308,41.194,0,113,317.522,535.154,1,5
574,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,62.565,4.380,0,23,315.440,33.467,1,5
575,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,63.941,4.205,0,23,265.596,243.802,1,5
576,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,69.996,3.655,0,23,284.253,100.644,1,5
577,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,36.053,1.751,0,17,399.058,207.739,1,5
578,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,51.373,3.243,0,23,123.879,219.583,1,5
579,FRET_Rec.tif:Other:c:1/6 - Sequence 005/T22_FRET039,35.961,1.699,0,17,482.557,228.835,1,5
580,FRET_Rec.tif:Positive:c:1/6 - Sequence 005/T22_FRET039,42.658,6.884,0,29,164.557,118.606,1,5
581,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,39.906,28.798,0,83,214.048,389.371,2,1
582,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,97.425,107.559,41,239,409.535,500.357,2,1
583,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,85.224,91.105,41,191,409.133,401.363,2,1
584,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,90.086,153.892,53,255,571.123,351.699,2,1
585,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,67.519,101.938,35,209,41.712,365.882,2,1
586,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,81.004,169.555,53,255,516.186,401.747,2,1
587,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,102.563,159.649,5,255,490.481,395.921,2,1
588,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,48.071,62.630,0,167,144.918,444.152,2,1
589,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,52.382,40.096,5,95,425.105,148.616,2,1
590,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,65.134,113.270,23,245,308.069,192.033,2,1
591,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,71.280,204.806,53,255,616.264,395.313,2,1
592,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,55.593,118.564,29,227,320.827,186.102,2,1
593,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,82.380,148.695,23,255,148.514,374.905,2,1
594,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,34.218,67.011,23,131,617.459,315.515,2,1
595,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,47.153,66.086,23,143,75.013,224.238,2,1
596,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,59.996,85.606,17,173,389.869,163.118,2,1
597,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,35.869,60.335,11,119,305.417,85.340,2,1
598,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,53.758,76.928,29,161,500.726,328.400,2,1
599,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,67.427,115.090,29,215,95.614,35.862,2,1
600,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,57.520,65.938,17,143,206.373,583.888,2,1
601,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,93.297,167.293,35,255,276.465,273.787,2,1
602,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,51.557,50.470,5,101,390.059,247.271,2,1
603,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,100.453,166.379,29,255,176.881,339.736,2,1
604,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,47.337,50.349,11,107,319.102,229.261,2,1
605,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,59.171,39.995,5,89,215.042,363.142,2,1
606,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,92.563,169.662,47,255,37.027,41.859,2,1
607,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,45.777,47.457,5,95,3.791,95.766,2,1
608,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,58.712,93.069,35,173,490.237,275.320,2,1
609,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,62.198,67.779,17,143,30.987,155.271,2,1
610,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,64.216,114.226,41,215,282.384,441.219,2,1
611,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,58.804,45.605,11,95,576.555,339.631,2,1
612,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,120.085,201.003,41,255,109.516,381.113,2,1
613,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,44.126,24.672,0,59,513.672,183.230,2,1
614,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,83.114,56.947,11,113,535.927,313.307,2,1
615,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,51.924,85.067,23,191,239.062,4.006,2,1
616,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,97.059,121.166,17,239,467.514,46.480,2,1
617,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,84.490,137.369,35,255,565.117,580.823,2,1
618,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,54.492,116.515,29,239,401.351,46.044,2,1
619,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,49.080,100.024,35,179,396.842,88.882,2,1
620,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,54.951,68.376,23,143,545.013,474.293,2,1
621,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,37.704,59.246,17,131,2.435,403.675,2,1
622,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,76.601,110.011,41,227,394.788,430.386,2,1
623,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,83.206,95.483,41,215,84.137,106.168,2,1
624,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,55.777,90.826,41,197,59.057,518.518,2,1
625,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,52.657,36.068,0,89,502.018,306.705,2,1
626,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,78.711,134.550,41,255,28.782,476.982,2,1
627,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,34.126,51.341,0,149,341.306,506.782,2,1
628,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,45.594,47.135,0,119,254.516,441.124,2,1
629,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,76.509,59.741,17,113,590.087,155.888,2,1
630,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,38.622,43.337,5,101,78.332,88.689,2,1
631,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,39.080,30.502,0,83,166.497,364.100,2,1
632,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,47.887,54.473,0,119,224.549,81.890,2,1
633,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,53.483,75.003,23,149,41.274,573.696,2,1
634,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,69.079,81.932,29,173,574.438,384.777,2,1
635,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,57.244,87.096,23,191,307.373,64.480,2,1
636,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,78.069,137.486,47,251,114.532,111.411,2,1
637,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,42.933,64.859,17,143,495.896,400.433,2,1
638,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,95.499,167.113,35,255,303.389,378.079,2,1
639,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,52.015,91.222,23,209,286.251,39.079,2,1
640,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,72.106,55.756,5,125,267.898,569.447,2,1
641,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,78.069,145.251,47,255,567.320,160.578,2,1
642,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,59.630,65.895,17,137,189.302,457.783,2,1
643,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,69.262,94.603,35,215,243.594,608.256,2,1
644,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,49.355,65.903,17,155,130.887,404.576,2,1
645,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,41.190,52.612,11,137,131.710,181.422,2,1
646,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,51.832,86.781,29,173,132.204,65.201,2,1
647,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,51.373,98.064,17,197,129.348,246.210,2,1
648,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,82.472,75.852,17,161,317.692,409.251,2,1
649,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,76.601,150.253,41,255,41.121,263.081,2,1
650,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,58.620,88.615,23,167,407.419,175.570,2,1
651,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,79.445,74.942,17,143,145.329,589.893,2,1
652,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,62.198,89.027,35,179,95.016,356.586,2,1
653,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,74.675,125.052,41,251,171.306,254.915,2,1
654,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,60.455,103.546,41,255,362.441,481.023,2,1
655,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,50.731,51.483,0,113,36.205,51.519,2,1
656,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,56.877,77.871,23,167,564.976,473.785,2,1
657,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,62.932,114.224,17,233,369.170,245.714,2,1
658,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,46.052,49.677,17,89,407.616,420.428,2,1
659,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,51.098,62.522,17,137,520.635,584.631,2,1
660,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,77.794,132.375,41,255,381.966,267.499,2,1
661,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,50.364,116.060,41,227,24.752,54.862,2,1
662,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,81.371,182.822,29,255,180.336,290.700,2,1
663,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,63.849,106.422,23,215,606.601,381.052,2,1
664,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,42.108,111.327,23,233,3.760,115.944,2,1
665,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,81.647,141.009,35,255,455.447,161.826,2,1
666,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,54.034,57.992,11,131,464.827,22.669,2,1
667,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,36.879,39.659,0,95,128.185,344.459,2,1
668,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,59.996,74.312,17,155,516.238,232.474,2,1
669,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,77.243,117.665,47,255,431.150,527.311,2,1
670,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,41.557,47.702,5,107,73.811,51.881,2,1
671,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,39.539,40.944,5,101,280.734,313.282,2,1
672,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,63.207,122.086,11,255,537.641,181.535,2,1
673,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,84.582,137.325,41,251,69.507,449.782,2,1
674,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,83.573,119.823,29,227,376.580,441.098,2,1
675,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,73.207,68.271,23,131,449.935,391.249,2,1
676,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,67.702,69.780,17,143,91.364,89.598,2,1
677,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,91.738,131.078,59,251,318.200,558.783,2,1
678,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,63.299,118.928,35,255,561.092,37.730,2,1
679,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,71.647,143.763,23,255,276.951,204.419,2,1
680,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,83.023,138.271,35,255,525.534,202.106,2,1
681,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,88.160,95.618,41,209,155.350,267.410,2,1
682,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,68.161,148.577,47,255,475.842,522.309,2,1
683,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,60.363,109.498,35,239,379.856,461.331,2,1
684,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,62.473,68.419,29,143,24.820,493.389,2,1
685,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,94.582,136.928,35,255,586.785,211.483,2,1
686,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,65.409,48.582,5,125,424.002,544.320,2,1
687,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,65.317,25.320,0,71,443.407,194.929,2,1
688,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,43.392,51.934,11,107,151.757,388.534,2,1
689,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,64.308,142.358,47,245,317.522,535.154,2,1
690,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,62.565,40.534,5,83,315.440,33.467,2,1
691,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,63.941,61.918,11,131,265.596,243.802,2,1
692,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,69.996,122.649,41,233,284.253,100.644,2,1
693,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,36.053,68.863,29,149,399.058,207.739,2,1
694,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,51.373,55.370,0,161,123.879,219.583,2,1
695,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T0_FRET020,35.961,21.982,0,65,482.557,228.835,2,1
696,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T0_FRET020,42.658,62.755,17,137,164.557,118.606,2,1
697,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,39.906,28.497,0,65,214.048,389.371,2,2
698,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,97.425,117.740,41,251,409.535,500.357,2,2
699,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,85.224,85.893,35,191,409.133,401.363,2,2
700,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,90.086,125.422,35,239,571.123,351.699,2,2
701,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,67.519,93.394,23,179,41.712,365.882,2,2
702,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,81.004,173.412,53,255,516.186,401.747,2,2
703,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,102.563,166.912,35,255,490.481,395.921,2,2
704,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,48.071,60.324,0,161,144.918,444.152,2,2
705,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,52.382,27.233,0,71,425.105,148.616,2,2
706,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,65.134,85.651,11,255,308.069,192.033,2,2
707,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,71.280,189.445,35,255,616.264,395.313,2,2
708,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,55.593,92.515,23,185,320.827,186.102,2,2
709,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,82.380,120.401,11,255,148.514,374.905,2,2
710,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,34.218,59.571,11,137,617.459,315.515,2,2
711,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,47.153,56.691,0,125,75.013,224.238,2,2
712,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,59.996,74.771,11,149,389.869,163.118,2,2
713,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,35.869,43.872,0,113,305.417,85.340,2,2
714,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,53.758,68.635,17,155,500.726,328.400,2,2
715,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,67.427,109.351,29,239,95.614,35.862,2,2
716,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,57.520,62.445,17,125,206.373,583.888,2,2
717,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,93.297,141.356,17,255,276.465,273.787,2,2
718,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,51.557,38.440,0,101,390.059,247.271,2,2
719,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,100.453,157.683,5,255,176.881,339.736,2,2
720,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,47.337,40.349,5,95,319.102,229.261,2,2
721,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,59.171,35.614,5,89,215.042,363.142,2,2
722,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,92.563,170.455,53,255,37.027,41.859,2,2
723,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,45.777,41.986,5,89,3.791,95.766,2,2
724,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,58.712,88.550,35,155,490.237,275.320,2,2
725,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,62.198,58.673,5,137,30.987,155.271,2,2
726,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,64.216,105.029,23,221,282.384,441.219,2,2
727,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,58.804,45.821,5,95,576.555,339.631,2,2
728,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,120.085,202.025,47,255,109.516,381.113,2,2
729,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,44.126,20.796,0,59,513.672,183.230,2,2
730,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,83.114,53.179,11,143,535.927,313.307,2,2
731,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,51.924,68.212,17,131,239.062,4.006,2,2
732,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,97.059,113.715,17,251,467.514,46.480,2,2
733,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,84.490,145.988,35,255,565.117,580.823,2,2
734,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,54.492,91.303,17,239,401.351,46.044,2,2
735,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,49.080,77.908,23,203,396.842,88.882,2,2
736,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,54.951,60.422,11,125,545.013,474.293,2,2
737,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,37.704,53.012,5,95,2.435,403.675,2,2
738,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,76.601,111.462,29,209,394.788,430.386,2,2
739,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,83.206,94.689,23,185,84.137,106.168,2,2
740,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,55.777,87.757,35,155,59.057,518.518,2,2
741,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,52.657,32.012,0,83,502.018,306.705,2,2
742,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,78.711,139.399,41,255,28.782,476.982,2,2
743,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,34.126,51.839,5,125,341.306,506.782,2,2
744,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,45.594,42.038,0,131,254.516,441.124,2,2
745,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,76.509,54.741,11,131,590.087,155.888,2,2
746,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,38.622,36.910,5,77,78.332,88.689,2,2
747,FRET_Rec.tif:Other:c:2/6 - Sequence 004/T2_FRET022,39.080,28.526,0,77,166.497,364.100,2,2
748,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,47.887,42.485,0,101,224.549,81.890,2,2
749,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,53.483,78.245,29,167,41.274,573.696,2,2
750,FRET_Rec.tif:Positive:c:2/6 - Sequence 004/T2_FRET022,69.079,86.633,29,179,574.438,384.777,2,2
