 ,Label,Area,Mean,Min,Max,X,Y,Ch,Frame
17,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,35.869,30.650,0,83,305.417,85.340,1,1
18,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,53.758,10.672,0,41,500.726,328.400,1,1
19,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,67.427,84.265,17,197,95.614,35.862,1,1
20,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,57.520,62.789,17,125,206.373,583.888,1,1
21,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,93.297,44.318,0,107,276.465,273.787,1,1
22,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,51.557,48.132,11,101,390.059,247.271,1,1
23,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,100.453,76.758,0,191,176.881,339.736,1,1
24,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,47.337,26.266,0,65,319.102,229.261,1,1
25,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,59.171,49.186,5,107,215.042,363.142,1,1
26,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,92.563,76.566,17,173,37.027,41.859,1,1
27,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,45.777,8.928,0,35,3.791,95.766,1,1
28,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,58.712,78.706,29,173,490.237,275.320,1,1
29,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,62.198,25.584,0,89,30.987,155.271,1,1
30,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,64.216,144.454,23,255,282.384,441.219,1,1
31,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,58.804,8.867,0,41,576.555,339.631,1,1
32,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,120.085,106.661,23,215,109.516,381.113,1,1
33,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,44.126,19.131,0,71,513.672,183.230,1,1
34,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,83.114,71.490,23,155,535.927,313.307,1,1
35,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,51.924,13.094,0,47,239.062,4.006,1,1
36,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,97.059,150.783,23,255,467.514,46.480,1,1
37,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,84.490,81.873,11,167,565.117,580.823,1,1
38,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,54.492,117.734,23,255,401.351,46.044,1,1
39,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,49.080,14.991,0,47,396.842,88.882,1,1
40,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,54.951,12.686,0,41,545.013,474.293,1,1
41,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,37.704,32.995,5,83,2.435,403.675,1,1
42,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,76.601,19.867,0,89,394.788,430.386,1,1
43,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,83.206,20.437,0,59,84.137,106.168,1,1
44,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,55.777,19.844,0,53,59.057,518.518,1,1
45,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,52.657,7.735,0,29,502.018,306.705,1,1
46,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,78.711,115.105,5,251,28.782,476.982,1,1
47,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,34.126,32.890,0,89,341.306,506.782,1,1
48,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,45.594,29.264,0,77,254.516,441.124,1,1
49,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,76.509,82.259,17,173,590.087,155.888,1,1
50,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,38.622,40.017,5,95,78.332,88.689,1,1
51,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,39.080,18.080,0,65,166.497,364.100,1,1
52,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,47.887,4.149,0,23,224.549,81.890,1,1
53,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,53.483,15.002,0,41,41.274,573.696,1,1
54,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,69.079,45.773,5,107,574.438,384.777,1,1
55,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,57.244,31.819,0,83,307.373,64.480,1,1
56,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,78.069,168.314,41,255,114.532,111.411,1,1
57,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,42.933,41.590,5,89,495.896,400.433,1,1
58,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,95.499,8.080,0,53,303.389,378.079,1,1
59,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,52.015,90.735,23,179,286.251,39.079,1,1
60,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,72.106,58.237,5,113,267.898,569.447,1,1
61,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,78.069,108.777,23,221,567.320,160.578,1,1
62,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,59.630,84.966,11,191,189.302,457.783,1,1
63,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,69.262,97.686,17,209,243.594,608.256,1,1
64,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,49.355,9.528,0,41,130.887,404.576,1,1
65,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,41.190,68.434,17,155,131.710,181.422,1,1
66,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,51.832,82.926,23,167,132.204,65.201,1,1
67,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,51.373,30.645,0,71,129.348,246.210,1,1
68,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,82.472,67.263,17,143,317.692,409.251,1,1
69,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,76.601,129.223,23,255,41.121,263.081,1,1
70,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,58.620,73.948,17,143,407.419,175.570,1,1
71,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,79.445,96.559,35,185,145.329,589.893,1,1
72,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,62.198,14.794,0,47,95.016,356.586,1,1
73,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,74.675,69.754,17,155,171.306,254.915,1,1
74,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,60.455,33.554,0,71,362.441,481.023,1,1
75,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,50.731,26.468,0,71,36.205,51.519,1,1
76,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,56.877,7.081,0,35,564.976,473.785,1,1
77,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,62.932,33.230,0,89,369.170,245.714,1,1
78,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,46.052,8.723,0,35,407.616,420.428,1,1
79,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,51.098,77.905,17,167,520.635,584.631,1,1
80,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,77.794,21.248,0,53,381.966,267.499,1,1
81,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,50.364,20.455,0,53,24.752,54.862,1,1
82,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,81.371,6.913,0,35,180.336,290.700,1,1
83,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,63.849,6.019,0,29,606.601,381.052,1,1
84,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,42.108,18.159,0,65,3.760,115.944,1,1
85,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,81.647,134.052,29,255,455.447,161.826,1,1
86,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,54.034,81.727,23,167,464.827,22.669,1,1
87,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,36.879,23.644,0,83,128.185,344.459,1,1
88,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,59.996,9.791,0,41,516.238,232.474,1,1
89,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,77.243,153.701,35,255,431.150,527.311,1,1
90,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,41.557,59.013,11,113,73.811,51.881,1,1
91,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,39.539,24.383,0,65,280.734,313.282,1,1
92,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,63.207,24.398,0,71,537.641,181.535,1,1
93,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,84.582,116.833,29,251,69.507,449.782,1,1
94,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,83.573,149.716,23,255,376.580,441.098,1,1
95,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,73.207,13.421,0,41,449.935,391.249,1,1
96,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,67.702,52.862,17,101,91.364,89.598,1,1
97,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,91.738,27.934,0,65,318.200,558.783,1,1
98,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,63.299,30.049,0,77,561.092,37.730,1,1
99,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,71.647,158.629,17,255,276.951,204.419,1,1
100,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,83.023,100.421,23,255,525.534,202.106,1,1
101,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,88.160,78.074,23,167,155.350,267.410,1,1
102,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,68.161,156.841,47,255,475.842,522.309,1,1
103,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,60.363,19.359,0,53,379.856,461.331,1,1
104,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,62.473,29.546,5,65,24.820,493.389,1,1
105,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,94.582,55.147,11,119,586.785,211.483,1,1
106,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,65.409,65.438,23,131,424.002,544.320,1,1
107,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,65.317,15.542,0,53,443.407,194.929,1,1
108,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,43.392,9.992,0,35,151.757,388.534,1,1
109,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,64.308,80.595,23,173,317.522,535.154,1,1
110,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,62.565,49.674,5,113,315.440,33.467,1,1
111,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,63.941,52.311,5,107,265.596,243.802,1,1
112,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,69.996,32.460,5,101,284.253,100.644,1,1
113,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,36.053,14.919,0,41,399.058,207.739,1,1
114,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,51.373,35.193,0,101,123.879,219.583,1,1
115,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T0_FRET020,35.961,12.546,0,47,482.557,228.835,1,1
116,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T0_FRET020,42.658,56.729,5,143,164.557,118.606,1,1
117,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,39.906,16.437,0,47,214.048,389.371,1,2
118,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,97.425,129.049,35,255,409.535,500.357,1,2
119,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,85.224,100.619,17,239,409.133,401.363,1,2
120,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,90.086,65.281,5,143,571.123,351.699,1,2
121,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,67.519,112.935,23,233,41.712,365.882,1,2
122,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,81.004,27.149,0,77,516.186,401.747,1,2
123,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,102.563,117.642,17,227,490.481,395.921,1,2
124,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,48.071,38.115,0,119,144.918,444.152,1,2
125,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,52.382,30.100,0,89,425.105,148.616,1,2
126,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,65.134,89.177,17,185,308.069,192.033,1,2
127,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,71.280,67.028,5,143,616.264,395.313,1,2
128,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,55.593,71.427,0,167,320.827,186.102,1,2
129,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,82.380,8.039,0,47,148.514,374.905,1,2
130,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,34.218,10.794,0,53,617.459,315.515,1,2
131,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,47.153,64.615,11,131,75.013,224.238,1,2
132,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,59.996,92.101,17,185,389.869,163.118,1,2
133,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,35.869,20.905,0,65,305.417,85.340,1,2
134,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,53.758,9.758,0,41,500.726,328.400,1,2
135,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,67.427,79.971,17,167,95.614,35.862,1,2
136,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,57.520,58.273,5,125,206.373,583.888,1,2
137,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,93.297,35.401,0,95,276.465,273.787,1,2
138,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,51.557,33.391,0,95,390.059,247.271,1,2
139,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,100.453,68.536,0,167,176.881,339.736,1,2
140,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,47.337,19.961,0,59,319.102,229.261,1,2
141,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,59.171,40.656,5,101,215.042,363.142,1,2
142,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,92.563,77.690,11,161,37.027,41.859,1,2
143,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,45.777,7.653,0,29,3.791,95.766,1,2
144,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,58.712,75.162,23,155,490.237,275.320,1,2
145,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,62.198,21.609,0,59,30.987,155.271,1,2
146,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,64.216,131.657,29,255,282.384,441.219,1,2
147,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,58.804,8.693,0,41,576.555,339.631,1,2
148,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,120.085,105.034,11,245,109.516,381.113,1,2
149,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,44.126,14.509,0,41,513.672,183.230,1,2
150,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,83.114,65.424,11,155,535.927,313.307,1,2
151,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,51.924,10.147,0,41,239.062,4.006,1,2
152,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,97.059,141.047,23,255,467.514,46.480,1,2
153,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,84.490,85.104,11,173,565.117,580.823,1,2
154,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,54.492,93.697,23,215,401.351,46.044,1,2
155,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,49.080,11.736,0,53,396.842,88.882,1,2
156,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,54.951,10.544,0,35,545.013,474.293,1,2
157,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,37.704,29.822,0,77,2.435,403.675,1,2
158,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,76.601,19.394,0,59,394.788,430.386,1,2
159,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,83.206,19.829,0,59,84.137,106.168,1,2
160,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,55.777,18.694,0,59,59.057,518.518,1,2
161,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,52.657,7.007,0,41,502.018,306.705,1,2
162,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,78.711,119.070,29,233,28.782,476.982,1,2
163,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,34.126,31.728,0,83,341.306,506.782,1,2
164,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,45.594,25.616,0,65,254.516,441.124,1,2
165,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,76.509,74.317,5,161,590.087,155.888,1,2
166,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,38.622,32.456,0,77,78.332,88.689,1,2
167,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,39.080,16.223,0,53,166.497,364.100,1,2
168,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,47.887,3.316,0,23,224.549,81.890,1,2
169,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,53.483,14.595,0,41,41.274,573.696,1,2
170,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,69.079,47.622,11,107,574.438,384.777,1,2
171,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,57.244,23.167,0,65,307.373,64.480,1,2
172,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,78.069,153.917,41,255,114.532,111.411,1,2
173,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,42.933,37.979,0,95,495.896,400.433,1,2
174,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,95.499,7.467,0,35,303.389,378.079,1,2
175,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,52.015,70.250,0,161,286.251,39.079,1,2
176,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,72.106,54.055,0,137,267.898,569.447,1,2
177,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,78.069,98.927,29,215,567.320,160.578,1,2
178,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,59.630,70.197,11,149,189.302,457.783,1,2
179,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,69.262,100.301,5,185,243.594,608.256,1,2
180,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,49.355,8.048,0,29,130.887,404.576,1,2
181,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,41.190,53.000,11,125,131.710,181.422,1,2
182,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,51.832,65.605,5,167,132.204,65.201,1,2
183,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,51.373,24.134,0,77,129.348,246.210,1,2
184,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,82.472,61.790,11,137,317.692,409.251,1,2
185,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,76.601,106.590,17,221,41.121,263.081,1,2
186,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,58.620,60.164,5,143,407.419,175.570,1,2
187,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,79.445,97.494,11,179,145.329,589.893,1,2
188,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,62.198,14.403,0,47,95.016,356.586,1,2
189,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,74.675,57.912,0,137,171.306,254.915,1,2
190,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,60.455,30.369,0,65,362.441,481.023,1,2
191,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,50.731,23.000,0,65,36.205,51.519,1,2
192,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,56.877,5.679,0,29,564.976,473.785,1,2
193,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,62.932,23.633,0,71,369.170,245.714,1,2
194,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,46.052,8.661,0,35,407.616,420.428,1,2
195,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,51.098,71.829,11,161,520.635,584.631,1,2
196,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,77.794,18.471,0,83,381.966,267.499,1,2
197,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,50.364,19.197,0,59,24.752,54.862,1,2
198,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,81.371,6.189,0,35,180.336,290.700,1,2
199,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,63.849,4.724,0,29,606.601,381.052,1,2
200,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,42.108,14.625,0,41,3.760,115.944,1,2
201,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,81.647,127.204,17,227,455.447,161.826,1,2
202,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,54.034,65.886,11,161,464.827,22.669,1,2
203,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,36.879,21.644,0,65,128.185,344.459,1,2
204,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,59.996,9.994,0,47,516.238,232.474,1,2
205,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,77.243,143.342,29,255,431.150,527.311,1,2
206,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,41.557,45.728,5,113,73.811,51.881,1,2
207,FRET_Rec.tif:Other:c:1/6 - Sequence 004/T2_FRET022,39.539,22.193,0,65,280.734,313.282,1,2
208,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,63.207,18.099,0,71,537.641,181.535,1,2
209,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,84.582,108.770,5,215,69.507,449.782,1,2
210,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,83.573,144.822,17,255,376.580,441.098,1,2
211,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,73.207,13.429,0,47,449.935,391.249,1,2
212,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,67.702,61.195,11,143,91.364,89.598,1,2
213,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,91.738,27.524,0,65,318.200,558.783,1,2
214,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,63.299,23.039,0,65,561.092,37.730,1,2
215,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,71.647,127.412,17,255,276.951,204.419,1,2
216,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,83.023,89.895,11,203,525.534,202.106,1,2
217,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,88.160,87.901,29,185,155.350,267.410,1,2
218,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,68.161,163.875,53,255,475.842,522.309,1,2
219,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,60.363,17.907,0,53,379.856,461.331,1,2
220,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,62.473,27.900,0,83,24.820,493.389,1,2
221,FRET_Rec.tif:Positive:c:1/6 - Sequence 004/T2_FRET022,94.582,48.578,0,101,586.785,211.483,1,2
