 ,Label,Area,Mean,Min,Max,X,Y,Ch,Frame
1,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,51.006,82.806,11,197,324.178,589.497,1,1
2,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,62.840,20.664,0,65,347.614,349.641,1,1
3,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,47.612,31.694,5,95,50.502,459.270,1,1
4,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,95.591,99.653,5,221,248.051,65.675,1,1
5,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,58.162,69.591,0,143,269.835,243.250,1,1
6,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,38.438,14.086,0,47,600.638,375.586,1,1
7,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,71.372,27.535,5,71,340.908,388.262,1,1
8,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.612,23.678,0,65,239.716,73.327,1,1
9,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,51.281,12.392,0,35,219.857,459.523,1,1
10,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,74.399,93.587,29,185,464.685,375.784,1,1
11,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,45.135,37.220,5,83,599.643,15.184,1,1
12,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,66.143,80.978,17,149,191.769,74.156,1,1
13,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,63.116,18.709,0,65,403.325,604.641,1,1
14,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,66.602,116.074,11,251,71.528,74.410,1,1
15,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,90.637,150.356,35,255,566.369,13.471,1,1
16,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.136,7.715,0,47,335.881,224.149,1,1
17,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,41.374,38.044,0,113,448.741,143.086,1,1
18,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,39.447,29.414,0,77,336.384,511.888,1,1
19,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,48.988,22.850,0,95,442.728,471.872,1,1
20,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,42.475,14.778,0,59,202.406,296.395,1,1
21,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,69.445,64.931,0,143,435.296,173.290,1,1
22,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,48.346,58.442,5,125,114.440,299.465,1,1
23,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.044,18.092,0,59,179.819,261.039,1,1
24,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,81.280,35.944,0,77,471.672,300.481,1,1
25,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,32.934,25.825,0,65,33.025,359.399,1,1
26,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,78.711,39.755,5,89,145.547,15.942,1,1
27,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,55.501,26.140,0,59,511.397,176.310,1,1
28,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,48.254,43.065,5,101,110.871,423.168,1,1
29,FRET_Rec.tif:30-Positive:c:1/6 - Sequence 001/T0_FRET015,39.906,48.214,11,89,366.885,367.785,1,1
30,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,66.877,39.800,0,89,96.502,25.009,1,1
31,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,57.061,140.801,29,255,381.241,173.388,1,1
32,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,40.823,30.728,0,89,391.581,554.871,1,1
33,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,75.133,10.372,0,47,551.818,39.476,1,1
34,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.319,16.465,0,83,513.664,357.062,1,1
35,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,43.942,21.501,0,65,421.847,86.763,1,1
36,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,34.952,36.150,5,77,242.100,58.487,1,1
37,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.227,11.036,0,53,67.161,243.579,1,1
38,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,114.305,116.260,11,233,131.513,428.638,1,1
39,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.044,10.906,0,41,561.318,122.540,1,1
40,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,49.263,28.659,0,71,507.740,571.948,1,1
41,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,139.808,19.329,0,95,356.764,35.947,1,1
42,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,55.226,58.073,5,143,74.788,341.496,1,1
43,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.484,13.252,0,59,580.438,446.416,1,1
44,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,56.327,15.879,0,59,498.003,175.355,1,1
45,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.778,27.059,0,89,131.944,219.308,1,1
46,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,50.456,22.407,0,71,514.532,438.773,1,1
47,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,55.043,96.110,5,209,497.173,209.864,1,1
48,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,69.170,81.973,5,179,611.818,369.475,1,1
49,FRET_Rec.tif:51-Other:c:1/6 - Sequence 001/T0_FRET015,86.692,28.728,0,83,306.178,292.511,1,1
50,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,49.171,26.164,0,71,118.938,133.222,1,1
51,FRET_Rec.tif:53-Other:c:1/6 - Sequence 001/T0_FRET015,73.482,18.137,0,71,267.740,21.817,1,1
52,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,118.617,95.501,17,191,438.744,609.863,1,1
53,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,68.620,86.995,11,173,139.092,343.764,1,1
54,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,43.300,1.669,0,23,404.379,346.086,1,1
55,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,50.456,19.549,0,59,285.918,613.601,1,1
56,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,53.300,19.525,0,65,420.402,492.186,1,1
57,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,84.307,44.357,0,119,60.618,33.933,1,1
58,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,36.053,14.155,0,71,468.945,238.477,1,1
59,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,82.105,59.677,11,119,114.097,46.259,1,1
60,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.154,14.921,0,47,298.105,593.588,1,1
61,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,78.344,87.244,11,179,32.333,268.378,1,1
62,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,56.052,54.866,17,113,52.867,413.260,1,1
63,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,55.318,20.423,0,71,116.123,183.601,1,1
64,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,38.071,13.752,0,47,362.825,229.094,1,1
65,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,56.602,13.655,0,65,171.038,243.124,1,1
66,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,80.821,32.966,0,71,121.061,227.729,1,1
67,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.502,16.072,0,59,183.521,338.721,1,1
68,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,36.512,25.053,0,71,456.874,156.475,1,1
69,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.393,24.816,0,77,553.166,3.566,1,1
70,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,79.812,73.579,17,155,155.459,591.584,1,1
71,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,34.310,22.436,0,89,327.891,508.475,1,1
72,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,41.924,65.289,5,149,281.374,310.639,1,1
73,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,42.842,29.441,0,107,255.195,208.326,1,1
74,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,42.750,39.996,0,143,500.695,433.124,1,1
75,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.044,8.688,0,35,576.424,192.532,1,1
76,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,36.787,16.446,0,53,248.433,30.484,1,1
77,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,66.602,111.843,11,233,417.570,230.905,1,1
78,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,39.355,16.254,0,65,44.965,468.605,1,1
79,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,50.639,77.828,0,167,166.704,41.421,1,1
80,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,34.493,18.104,0,65,272.091,535.284,1,1
81,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,93.114,196.673,53,255,356.784,358.381,1,1
82,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,36.970,45.424,0,113,221.942,419.242,1,1
83,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,38.163,18.704,0,53,175.255,355.087,1,1
84,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,62.840,22.320,0,59,357.322,601.030,1,1
85,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.979,23.853,0,65,413.709,372.211,1,1
86,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,98.068,89.735,17,185,413.607,124.032,1,1
87,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.337,46.209,0,143,452.073,268.945,1,1
88,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,55.960,16.562,0,47,534.044,584.738,1,1
89,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.337,12.280,0,47,575.940,149.640,1,1
90,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,60.639,100.773,11,209,442.285,355.580,1,1
91,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,83.573,142.708,11,255,487.454,565.123,1,1
92,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,45.227,39.446,0,95,489.527,491.376,1,1
93,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,39.080,13.392,0,47,454.736,196.691,1,1
94,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,55.043,27.120,0,83,515.173,559.905,1,1
95,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,68.161,85.213,11,167,523.222,471.815,1,1
96,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,59.905,86.776,5,173,38.767,38.372,1,1
97,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,57.611,20.982,0,59,314.727,388.530,1,1
98,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,73.298,94.024,35,191,312.185,321.516,1,1
99,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,41.374,30.608,0,113,445.291,323.032,1,1
100,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,34.769,15.182,0,59,337.913,187.505,1,1
101,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,50.914,26.571,0,89,454.691,493.922,1,1
102,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,50.272,87.588,29,197,476.682,212.614,1,1
103,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,51.098,53.303,0,107,18.944,339.292,1,1
104,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,54.767,16.268,0,71,195.357,96.641,1,1
105,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,74.032,22.939,0,59,384.344,365.276,1,1
106,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,46.878,20.834,0,65,409.441,299.756,1,1
107,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,40.181,48.808,5,119,246.046,321.604,1,1
108,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,63.024,100.651,29,215,567.714,459.184,1,1
109,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,32.292,50.165,0,131,524.067,53.486,1,1
110,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,78.803,205.997,47,255,510.146,482.455,1,1
111,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,52.290,22.139,0,65,173.356,467.491,1,1
112,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,46.144,9.604,0,41,63.086,151.999,1,1
113,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,67.978,104.296,5,227,20.167,374.459,1,1
114,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,38.805,22.054,0,65,112.383,218.653,1,1
115,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,62.382,42.482,5,101,118.663,252.355,1,1
116,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,51.465,88.668,17,173,127.928,173.700,1,1
117,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,68.895,94.185,5,209,60.273,79.732,1,1
118,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.704,13.007,0,53,108.899,467.407,1,1
119,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.851,26.304,0,77,592.355,460.093,1,1
120,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.209,9.472,0,41,224.309,224.698,1,1
121,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,37.246,34.389,0,101,593.005,169.094,1,1
122,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,52.566,30.476,0,83,32.463,419.135,1,1
123,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,42.199,30.363,0,101,527.747,550.091,1,1
124,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,52.290,14.754,0,41,444.924,272.315,1,1
125,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,68.895,114.965,11,221,338.320,590.895,1,1
126,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,38.713,14.825,0,47,275.003,144.656,1,1
127,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,74.308,30.173,0,77,71.236,529.984,1,1
128,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,43.667,15.363,0,53,463.452,547.728,1,1
129,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,80.546,20.831,0,65,168.998,77.826,1,1
130,FRET_Rec.tif:132-Other:c:1/6 - Sequence 001/T0_FRET015,70.822,15.750,0,59,214.773,59.406,1,1
131,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.209,25.271,0,95,411.561,495.983,1,1
132,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,56.786,14.309,0,47,46.744,391.358,1,1
133,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,48.529,11.813,0,47,200.460,483.869,1,1
134,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,78.619,16.330,0,59,308.915,605.305,1,1
135,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,64.216,56.943,5,119,165.540,261.720,1,1
136,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,58.896,45.224,11,95,146.015,190.979,1,1
137,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,58.162,57.457,11,119,433.569,396.039,1,1
138,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,53.208,24.098,0,65,424.659,73.174,1,1
139,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,35.869,22.593,0,59,492.675,381.734,1,1
140,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,47.704,12.756,0,65,503.549,118.528,1,1
141,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,36.420,10.806,0,53,557.559,221.139,1,1
142,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,49.997,50.105,5,119,532.763,469.186,1,1
143,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,59.538,17.929,0,65,416.107,527.341,1,1
144,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,41.190,49.405,5,107,88.954,261.757,1,1
145,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T0_FRET015,51.740,19.688,0,59,269.927,262.725,1,1
146,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,49.905,15.364,0,53,196.947,11.341,1,1
147,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.484,14.666,0,47,611.905,110.014,1,1
148,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,33.668,29.692,0,65,338.407,577.891,1,1
149,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T0_FRET015,51.465,35.722,0,89,136.981,24.500,1,1
150,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,51.006,81.187,5,161,324.178,589.497,1,2
151,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,62.840,20.289,0,65,347.614,349.641,1,2
152,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,47.612,30.854,0,83,50.502,459.270,1,2
153,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,95.591,96.848,5,203,248.051,65.675,1,2
154,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,58.162,70.697,5,149,269.835,243.250,1,2
155,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,38.438,14.021,0,53,600.638,375.586,1,2
156,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,71.372,26.992,0,71,340.908,388.262,1,2
157,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,37.612,23.095,0,65,239.716,73.327,1,2
158,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,51.281,12.218,0,47,219.857,459.523,1,2
159,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,74.399,90.761,11,167,464.685,375.784,1,2
160,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,45.135,37.183,5,71,599.643,15.184,1,2
161,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,66.143,80.087,11,143,191.769,74.156,1,2
162,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,63.116,19.382,0,65,403.325,604.641,1,2
163,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,66.602,115.017,17,239,71.528,74.410,1,2
164,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,90.637,150.405,29,255,566.369,13.471,1,2
165,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.136,8.070,0,47,335.881,224.149,1,2
166,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,41.374,36.357,0,113,448.741,143.086,1,2
167,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,39.447,30.616,0,83,336.384,511.888,1,2
168,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,48.988,23.378,0,65,442.728,471.872,1,2
169,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,42.475,13.505,0,47,202.406,296.395,1,2
170,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,69.445,61.554,0,131,435.296,173.290,1,2
171,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,48.346,54.013,5,131,114.440,299.465,1,2
172,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.044,17.340,0,65,179.819,261.039,1,2
173,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,81.280,37.174,5,89,471.672,300.481,1,2
174,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,32.934,23.638,0,71,33.025,359.399,1,2
175,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,78.711,39.510,5,89,145.547,15.942,1,2
176,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,55.501,25.003,5,59,511.397,176.310,1,2
177,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,48.254,41.901,5,101,110.871,423.168,1,2
178,FRET_Rec.tif:30-Positive:c:1/6 - Sequence 001/T2_FRET 01_017,39.906,47.386,11,119,366.885,367.785,1,2
179,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,66.877,38.654,5,95,96.502,25.009,1,2
180,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,57.061,139.084,29,255,381.241,173.388,1,2
181,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,40.823,30.067,0,77,391.581,554.871,1,2
182,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,75.133,10.534,0,35,551.818,39.476,1,2
183,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.319,16.600,0,77,513.664,357.062,1,2
184,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,43.942,20.357,0,71,421.847,86.763,1,2
185,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,34.952,34.483,0,95,242.100,58.487,1,2
186,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.227,11.164,0,47,67.161,243.579,1,2
187,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,114.305,113.210,5,255,131.513,428.638,1,2
188,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.044,11.031,0,35,561.318,122.540,1,2
189,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,49.263,29.672,0,71,507.740,571.948,1,2
190,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,139.808,18.667,0,95,356.764,35.947,1,2
191,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,55.226,56.857,5,143,74.788,341.496,1,2
192,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,33.484,14.005,0,65,580.438,446.416,1,2
193,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,56.327,16.153,0,59,498.003,175.355,1,2
194,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.778,27.318,0,83,131.944,219.308,1,2
195,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,50.456,23.473,0,65,514.532,438.773,1,2
196,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,55.043,90.872,0,215,497.173,209.864,1,2
197,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,69.170,79.643,0,173,611.818,369.475,1,2
198,FRET_Rec.tif:51-Other:c:1/6 - Sequence 001/T2_FRET 01_017,86.692,27.545,0,77,306.178,292.511,1,2
199,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,49.171,25.241,0,65,118.938,133.222,1,2
200,FRET_Rec.tif:53-Other:c:1/6 - Sequence 001/T2_FRET 01_017,73.482,17.765,0,83,267.740,21.817,1,2
201,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,118.617,98.731,23,221,438.744,609.863,1,2
202,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,68.620,84.965,11,191,139.092,343.764,1,2
203,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,43.300,1.477,0,17,404.379,346.086,1,2
204,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,50.456,18.605,0,53,285.918,613.601,1,2
205,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,53.300,18.890,0,59,420.402,492.186,1,2
206,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,84.307,43.587,0,95,60.618,33.933,1,2
207,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,36.053,14.628,0,53,468.945,238.477,1,2
208,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,82.105,61.065,5,125,114.097,46.259,1,2
209,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,37.154,13.886,0,41,298.105,593.588,1,2
210,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,78.344,84.061,11,173,32.333,268.378,1,2
211,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,56.052,53.776,17,107,52.867,413.260,1,2
212,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,55.318,18.322,0,59,116.123,183.601,1,2
213,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,38.071,12.513,0,47,362.825,229.094,1,2
214,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,56.602,13.400,0,95,171.038,243.124,1,2
215,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,80.821,33.673,0,77,121.061,227.729,1,2
216,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,35.502,16.964,0,59,183.521,338.721,1,2
217,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,36.512,25.965,0,89,456.874,156.475,1,2
218,FRET_Rec.tif:Other:c:1/6 - Sequence 001/T2_FRET 01_017,33.393,22.780,0,71,553.166,3.566,1,2
219,FRET_Rec.tif:Positive:c:1/6 - Sequence 001/T2_FRET 01_017,79.812,73.917,11,173,155.459,591.584,1,2
